1	31,2,526.61
2	2,130.61
3	17,620.19
4	2185,31,411.43
5	4,324.74
6	4,289.78
7	1891,25,120.16
8	8,174.80
9	26,583.62
10	428,24,426.73
11	19,683.96
12	602,11,884.21
13	8350,152,159.21
14	104,2,889.65
15	12,373.11
16	45,1,330.11
17	269,4,619.22
18	43,1,005.70
19	28,786.09
20	22,763.42
21	40,1,144.95
22	55,1,665.96
23	7,356.64
24	3126,41,185.11
25	869,15,354.78
26	121,2,521.66
28	159,7,116.67
29	25,661.94
30	1,16.22
31	6,240.10
32	46,1,560.91
33	911,16,630.21
34	29,643.30
35	144,3,733.40
36	155,3,418.38
37	310,6,790.87
38	26,962.18
39	138,4,579.93
40	455,7,508.07
41	4582,57,160.33
42	2198,29,571.59
43	16715,218,032.09
44	5,316.50
45	2306,38,020.69
46	6,242.82
47	51,1,056.94
48	34512,466,809.10
49	306,5,355.05
50	9135,122,316.15
51	112,3,661.65
52	476,8,127.35
53	23,792.87
54	32,586.54
55	43,1,437.28
56	70,2,387.77
57	6,239.96
58	2,23.55
59	6,134.15
60	37,790.26
61	361,7,493.65
62	111,2,306.45
63	39,839.88
64	5,153.64
65	1194,21,844.48
66	502,9,546.38
67	35,1,037.78
68	23359,318,430.98
69	128,2,934.73
70	130,4,112.04
71	80,2,375.35
72	103,2,864.36
73	8,233.32
74	4562,56,142.47
75	8449,105,250.76
76	235,6,945.33
77	57,1,499.14
78	50,1,257.67
79	27527,363,863.05
80	491,9,703.08
81	43,1,137.48
82	397,8,208.97
83	157,2,498.51
85	64,1,572.88
86	19,1,149.13
87	6590,128,044.51
88	3661,75,144.58
89	198,5,198.78
90	17565,215,359.91
91	102,2,888.58
92	70,1,792.81
93	177,9,524.77
94	34,987.17
95	213,5,052.59
96	4,69.90
97	813,13,178.67
98	22,530.90
100	22199,301,532.31
101	18,657.38
102	24,627.22
106	131,2,377.94
107	23494,294,142.75
108	26,895.90
109	2,47.48
111	1,10.38
112	380,6,375.88
113	15037,188,391.65
114	12827,172,770.41
115	2,118.49
116	1384,19,892.72
117	23,1,179.66
118	5,247.39
119	75,1,974.87
120	9,206.14
121	45,1,088.17
122	19,740.69
123	60,1,692.99
124	44,1,952.34
125	5115,70,184.91
126	41,999.92
127	108,2,287.69
128	7,168.45
129	706,11,384.84
130	190,9,258.54
131	43,1,472.28
132	33175,1,880,420.92
133	57,1,101.75
134	92,2,875.37
135	75,2,460.18
136	69,1,510.91
137	14201,180,760.06
138	26647,1,026,984.42
139	36,1,216.87
140	19122,253,114.80
141	26160,296,395.69
142	31738,386,918.46
143	12358,147,500.07
144	10274,147,394.34
145	876,22,309.85
146	1061,14,950.95
147	32,894.05
148	12784,195,754.87
149	43,906.99
150	20,613.34
151	10230,127,752.58
152	998,14,041.68
153	28,603.29
154	8,339.14
155	74,2,269.89
156	6,500.43
157	83,3,640.46
158	9161,131,084.28
159	124,2,521.52
160	44,1,820.08
161	40598,562,352.58
162	33708,450,806.28
163	26566,376,492.78
164	24114,329,420.53
165	74,2,128.75
166	4526,62,375.85
167	61,1,320.27
168	300,5,247.27
169	66,1,638.43
170	31341,420,561.20
171	24,909.30
173	55,1,216.84
174	46,966.07
175	20,628.85
177	100,2,580.24
178	28,746.40
179	654,9,322.42
180	30,934.80
181	1001,18,118.23
182	54,1,701.26
183	21,911.66
184	3,243.73
185	38,839.86
186	37428,522,986.35
187	1,8.30
188	219,4,742.35
189	243,4,139.97
190	50,951.50
191	82,2,834.19
192	18,552.04
193	454,6,794.59
194	55,3,312.26
195	92,2,809.40
196	121,2,928.33
197	128,4,792.86
198	94,2,122.07
200	46,1,492.48
201	5,240.16
202	48,1,000.09
203	23,848.72
205	108,3,826.38
206	1,77.82
207	10,328.46
208	29,740.67
209	2070,39,330.88
210	71,2,328.45
211	8116,112,778.10
212	35,819.90
213	112,2,865.47
215	162,9,080.63
216	211,8,404.25
217	86,1,220.43
218	83,2,821.44
219	114,5,925.14
220	63,1,643.49
221	7,444.38
222	66,2,253.49
223	566,11,934.60
224	2536,33,060.58
225	200,4,817.60
226	1748,34,999.07
227	37,1,227.10
228	130,3,550.31
229	20474,250,441.40
230	35718,548,171.70
231	15439,235,473.10
232	1790,31,930.04
233	12475,175,497.81
234	29492,371,511.96
235	100,2,523.54
236	38894,446,314.98
237	40246,447,853.93
238	21409,256,778.49
239	29055,348,974.04
240	8,291.24
241	37,913.47
242	69,1,610.63
243	271,5,588.26
244	1223,19,908.02
245	2,101.86
246	11623,157,637.24
247	162,3,016.18
248	31,813.16
249	19592,252,821.84
250	34,791.41
251	3,82.90
252	12,471.78
253	3,47.90
254	79,2,509.22
255	797,13,738.69
256	804,14,235.49
257	56,1,519.91
258	42,1,421.76
259	43,1,335.74
260	728,11,868.27
261	6425,123,845.53
262	12954,162,126.32
263	22078,257,371.74
264	17503,271,091.08
265	280,13,334.02
